,tourney_name,surface,tourney_level,tourney_date,fed_age,opp_name,opp_hand,opp_ht,opp_ioc,opp_age,score,best_of,round,minutes,fed_rank,fed_rank_points,opp_rank,opp_rank_points,fed_won
54586,Basel,Hard,A,20091102,28.2354551677,Novak Djokovic,R,188.0,SRB,22.4503764545,6-4 4-6 6-2,3,F,131.0,1.0,10055.0,3.0,7890.0,0
54796,Paris Masters,Hard,M,20091108,28.254620123200002,Julien Benneteau,R,185.0,FRA,27.8877481177,3-6 7-6(4) 6-4,3,R32,115.0,1.0,10340.0,49.0,879.0,0
54983,Miami Masters,Hard,M,20090325,27.6221765914,Kevin Kim,R,180.0,USA,30.6584531143,6-3 6-2,3,R64,65.0,2.0,10910.0,107.0,825.0,1
54999,Miami Masters,Hard,M,20090325,27.6221765914,Nicolas Kiefer,R,183.0,GER,31.7152635181,6-4 6-1,3,R32,71.0,2.0,10910.0,29.0,1755.0,1
55007,Miami Masters,Hard,M,20090325,27.6221765914,Taylor Dent,R,188.0,USA,27.9123887748,6-3 6-2,3,R16,86.0,2.0,10910.0,467.0,115.0,1
55011,Miami Masters,Hard,M,20090325,27.6221765914,Andy Roddick,R,188.0,USA,26.5626283368,6-3 4-6 6-4,3,QF,123.0,2.0,10910.0,6.0,4610.0,1
55013,Miami Masters,Hard,M,20090325,27.6221765914,Novak Djokovic,R,188.0,SRB,21.8370978782,3-6 6-2 6-3,3,SF,106.0,2.0,10910.0,3.0,8420.0,0
55078,Indian Wells Masters,Hard,M,20090312,27.5838466804,Marc Gicquel,R,188.0,FRA,31.9425051335,7-6(4) 6-4,3,R64,84.0,2.0,11000.0,52.0,1248.0,1
55094,Indian Wells Masters,Hard,M,20090312,27.5838466804,Ivo Karlovic,R,208.0,CRO,30.0260095825,7-6(4) 6-3,3,R32,74.0,2.0,11000.0,28.0,1880.0,1
55102,Indian Wells Masters,Hard,M,20090312,27.5838466804,Fernando Gonzalez,R,183.0,CHI,28.6105407255,6-3 5-7 6-2,3,R16,110.0,2.0,11000.0,17.0,2650.0,1
55106,Indian Wells Masters,Hard,M,20090312,27.5838466804,Fernando Verdasco,L,188.0,ESP,25.3141683778,6-3 7-6(5),3,QF,92.0,2.0,11000.0,10.0,3330.0,1
55108,Indian Wells Masters,Hard,M,20090312,27.5838466804,Andy Murray,R,190.0,GBR,21.8179329227,6-3 4-6 6-1,3,SF,108.0,2.0,11000.0,4.0,7400.0,0
55180,Monte Carlo Masters,Clay,M,20090412,27.6796714579,Andreas Seppi,R,190.0,ITA,25.1416837782,6-4 6-4,3,R32,83.0,2.0,11020.0,40.0,1495.0,1
55188,Monte Carlo Masters,Clay,M,20090412,27.6796714579,Stan Wawrinka,R,183.0,SUI,24.043805612600003,6-4 7-5,3,R16,110.0,2.0,11020.0,16.0,2620.0,0
55282,Rome Masters,Clay,M,20090427,27.718001368899998,Ivo Karlovic,R,208.0,CRO,30.160164271,6-4 6-4,3,R32,69.0,2.0,10060.0,24.0,1830.0,1
55290,Rome Masters,Clay,M,20090427,27.718001368899998,Radek Stepanek,R,185.0,CZE,30.4147843943,6-4 6-1,3,R16,68.0,2.0,10060.0,19.0,2450.0,1
55294,Rome Masters,Clay,M,20090427,27.718001368899998,Mischa Zverev,L,190.0,GER,21.6810403833,7-6(3) 6-2,3,QF,88.0,2.0,10060.0,76.0,960.0,1
55296,Rome Masters,Clay,M,20090427,27.718001368899998,Novak Djokovic,R,188.0,SRB,21.9329226557,4-6 6-3 6-3,3,SF,131.0,2.0,10060.0,3.0,9160.0,0
55399,Canada Masters,Hard,M,20090810,28.005475701599998,Frederic Niemeyer,R,190.0,CAN,33.2950034223,7-6(3) 6-4,3,R32,86.0,1.0,11060.0,487.0,81.0,1
55415,Canada Masters,Hard,M,20090810,28.005475701599998,Stan Wawrinka,R,183.0,SUI,24.369609856300002,6-3 7-6(5),3,R16,106.0,1.0,11060.0,22.0,1795.0,1
55423,Canada Masters,Hard,M,20090810,28.005475701599998,Jo-Wilfried Tsonga,R,188.0,FRA,24.314852840500002,7-6(5) 1-6 7-6(3),3,QF,139.0,1.0,11060.0,7.0,3650.0,0
55454,Cincinnati Masters,Hard,M,20090816,28.0246406571,Jose Acasuso,R,190.0,ARG,26.8254620123,6-3 7-5,3,R32,70.0,1.0,11040.0,51.0,931.0,1
55470,Cincinnati Masters,Hard,M,20090816,28.0246406571,David Ferrer,R,175.0,ESP,27.375770020500003,3-6 6-3 6-4,3,R16,102.0,1.0,11040.0,19.0,1890.0,1
55478,Cincinnati Masters,Hard,M,20090816,28.0246406571,Lleyton Hewitt,R,180.0,AUS,28.476386036999997,6-3 6-4,3,QF,70.0,1.0,11040.0,42.0,1105.0,1
55482,Cincinnati Masters,Hard,M,20090816,28.0246406571,Andy Murray,R,190.0,GBR,22.2587268994,6-2 7-6(8),3,SF,90.0,1.0,11040.0,2.0,9250.0,1
55484,Cincinnati Masters,Hard,M,20090816,28.0246406571,Novak Djokovic,R,188.0,SRB,22.2395619439,6-1 7-5,3,F,127.0,1.0,11040.0,4.0,7150.0,1
55733,Doha,Hard,A,20090105,27.4113620808,Potito Starace,R,188.0,ITA,27.4798083504,6-2 6-2,3,R32,49.0,2.0,10610.0,71.0,1128.0,1
55741,Doha,Hard,A,20090105,27.4113620808,Andreas Seppi,R,190.0,ITA,24.8733744011,6-3 6-3,3,R16,80.0,2.0,10610.0,34.0,1820.0,1
55745,Doha,Hard,A,20090105,27.4113620808,Philipp Kohlschreiber,R,178.0,GER,25.2238193018,6-2 7-6(6),3,QF,86.0,2.0,10610.0,28.0,2160.0,1
55747,Doha,Hard,A,20090105,27.4113620808,Andy Murray,R,190.0,GBR,21.6454483231,6-7(6) 6-2 6-2,3,SF,125.0,2.0,10610.0,4.0,7050.0,0
56137,Roland Garros,Clay,G,20090525,27.794661191,Alberto Martin,R,175.0,ESP,30.762491444200002,6-4 6-3 6-2,5,R128,103.0,2.0,10470.0,98.0,795.0,1
56169,Roland Garros,Clay,G,20090525,27.794661191,Jose Acasuso,R,190.0,ARG,26.5954825462,7-6(8) 5-7 7-6(2) 6-2,5,R64,205.0,2.0,10470.0,45.0,1210.0,1
56185,Roland Garros,Clay,G,20090525,27.794661191,Paul Henri Mathieu,R,185.0,FRA,27.364818617399997,4-6 6-1 6-4 6-4,5,R32,166.0,2.0,10470.0,35.0,1490.0,1
56193,Roland Garros,Clay,G,20090525,27.794661191,Tommy Haas,R,188.0,GER,31.143052703600002,6-7(4) 5-7 6-4 6-0 6-2,5,R16,187.0,2.0,10470.0,63.0,1015.0,1
56197,Roland Garros,Clay,G,20090525,27.794661191,Gael Monfils,R,193.0,FRA,22.7296372348,7-6(6) 6-2 6-4,5,QF,130.0,2.0,10470.0,10.0,3150.0,1
56199,Roland Garros,Clay,G,20090525,27.794661191,Juan Martin del Potro,R,198.0,ARG,20.6680355921,3-6 7-6(2) 2-6 6-1 6-4,5,SF,209.0,2.0,10470.0,5.0,4830.0,1
56200,Roland Garros,Clay,G,20090525,27.794661191,Robin Soderling,R,193.0,SWE,24.7775496235,6-1 7-6(1) 6-4,5,F,115.0,2.0,10470.0,25.0,1775.0,1
56295,Wimbledon,Grass,G,20090622,27.871321013000003,Yen Hsun Lu,R,180.0,TPE,25.856262833699997,7-5 6-3 6-2,5,R128,105.0,2.0,10620.0,65.0,932.0,1
56326,Wimbledon,Grass,G,20090622,27.871321013000003,Guillermo Garcia Lopez,R,188.0,ESP,26.0506502396,6-2 6-2 6-4,5,R64,90.0,2.0,10620.0,42.0,1186.0,1
56342,Wimbledon,Grass,G,20090622,27.871321013000003,Philipp Kohlschreiber,R,178.0,GER,25.6837782341,6-3 6-2 6-7(5) 6-1,5,R32,151.0,2.0,10620.0,32.0,1540.0,1
56350,Wimbledon,Grass,G,20090622,27.871321013000003,Robin Soderling,R,193.0,SWE,24.8542094456,6-4 7-6(5) 7-6(5),5,R16,119.0,2.0,10620.0,12.0,2825.0,1
56354,Wimbledon,Grass,G,20090622,27.871321013000003,Ivo Karlovic,R,208.0,CRO,30.3134839151,6-3 7-5 7-6(3),5,QF,103.0,2.0,10620.0,36.0,1295.0,1
56356,Wimbledon,Grass,G,20090622,27.871321013000003,Tommy Haas,R,188.0,GER,31.2197125257,7-6(3) 7-5 6-3,5,SF,123.0,2.0,10620.0,34.0,1405.0,1
56357,Wimbledon,Grass,G,20090622,27.871321013000003,Andy Roddick,R,188.0,USA,26.8117727584,5-7 7-6(6) 7-6(5) 3-6 16-14,5,F,256.0,2.0,10620.0,6.0,4310.0,1
56358,US Open,Hard,G,20090831,28.0629705681,Devin Britton,R,193.0,USA,18.4585900068,6-1 6-3 7-5,5,R128,88.0,1.0,12040.0,1370.0,4.0,1
56422,US Open,Hard,G,20090831,28.0629705681,Simon Greul,R,185.0,GER,28.3832991102,6-3 7-5 7-5,5,R64,118.0,1.0,12040.0,65.0,836.0,1
56454,US Open,Hard,G,20090831,28.0629705681,Lleyton Hewitt,R,180.0,AUS,28.514715948000003,4-6 6-3 7-5 6-4,5,R32,153.0,1.0,12040.0,32.0,1285.0,1
56470,US Open,Hard,G,20090831,28.0629705681,Tommy Robredo,R,180.0,ESP,27.3347022587,7-5 6-2 6-2,5,R16,108.0,1.0,12040.0,15.0,2165.0,1
56478,US Open,Hard,G,20090831,28.0629705681,Robin Soderling,R,193.0,SWE,25.045859000700002,6-0 6-3 6-7(6) 7-6(6),5,QF,153.0,1.0,12040.0,12.0,2665.0,1
56482,US Open,Hard,G,20090831,28.0629705681,Novak Djokovic,R,188.0,SRB,22.2778918549,7-6(3) 7-5 7-5,5,SF,154.0,1.0,12040.0,4.0,7660.0,1
56484,US Open,Hard,G,20090831,28.0629705681,Juan Martin del Potro,R,198.0,ARG,20.9363449692,3-6 7-6(5) 4-6 7-6(4) 6-2,5,F,246.0,1.0,12040.0,6.0,5325.0,0
56608,Australian Open,Hard,G,20090119,27.449691991799998,Andreas Seppi,R,190.0,ITA,24.9117043121,6-1 7-6(4) 7-5,5,R128,280.0,2.0,10700.0,35.0,1820.0,1
56639,Australian Open,Hard,G,20090119,27.449691991799998,Evgeny Korolev,R,185.0,KAZ,20.9308692676,6-2 6-3 6-1,5,R64,85.0,2.0,10700.0,118.0,808.0,1
56655,Australian Open,Hard,G,20090119,27.449691991799998,Marat Safin,R,193.0,RUS,28.980150581799997,6-3 6-2 7-6(5),5,R32,110.0,2.0,10700.0,27.0,2050.0,1
56663,Australian Open,Hard,G,20090119,27.449691991799998,Tomas Berdych,R,196.0,CZE,23.340177960300004,4-6 6-7(4) 6-4 6-4 6-2,5,R16,205.0,2.0,10700.0,21.0,2400.0,1
56667,Australian Open,Hard,G,20090119,27.449691991799998,Juan Martin del Potro,R,198.0,ARG,20.3230663929,6-3 6-0 6-0,5,QF,80.0,2.0,10700.0,6.0,4060.0,1
56669,Australian Open,Hard,G,20090119,27.449691991799998,Andy Roddick,R,188.0,USA,26.3901437372,6-2 7-5 7-5,5,SF,125.0,2.0,10700.0,9.0,3940.0,1
56670,Australian Open,Hard,G,20090119,27.449691991799998,Rafael Nadal,L,185.0,ESP,22.6310746064,7-5 3-6 7-6(3) 3-6 6-2,5,F,259.0,2.0,10700.0,1.0,13160.0,0
56698,Tour Finals,Hard,F,20091122,28.2929500342,Fernando Verdasco,L,188.0,ESP,26.0232717317,4-6 7-5 6-1,3,RR,120.0,1.0,10150.0,8.0,3300.0,1
56699,Tour Finals,Hard,F,20091122,28.2929500342,Andy Murray,R,190.0,GBR,22.527036276500002,3-6 6-3 6-1,3,RR,118.0,1.0,10150.0,4.0,6630.0,1
56700,Tour Finals,Hard,F,20091122,28.2929500342,Juan Martin del Potro,R,198.0,ARG,21.166324435299998,6-2 6-7(5) 6-3,3,RR,127.0,1.0,10150.0,5.0,5985.0,0
56701,Tour Finals,Hard,F,20091122,28.2929500342,Nikolay Davydenko,R,178.0,RUS,28.476386036999997,6-2 4-6 7-5,3,SF,116.0,1.0,10150.0,7.0,3630.0,0
56974,Doha,Hard,A,20100104,28.4079397673,Christophe Rochus,R,170.0,BEL,31.055441478400002,6-1 6-2,3,R32,57.0,1.0,10550.0,86.0,575.0,1
56990,Doha,Hard,A,20100104,28.4079397673,Evgeny Korolev,R,185.0,KAZ,21.8891170431,6-2 6-4,3,R16,64.0,1.0,10550.0,53.0,848.0,1
56998,Doha,Hard,A,20100104,28.4079397673,Ernests Gulbis,R,190.0,LAT,21.3470225873,6-2 4-6 6-4,3,QF,107.0,1.0,10550.0,90.0,555.0,1
57002,Doha,Hard,A,20100104,28.4079397673,Nikolay Davydenko,R,178.0,RUS,28.59137577,6-4 6-4,3,SF,81.0,1.0,10550.0,6.0,4930.0,0
57059,Australian Open,Hard,G,20100118,28.4462696783,Igor Andreev,R,185.0,RUS,26.5160848734,4-6 6-2 7-6(2) 6-0,5,R128,164.0,1.0,10550.0,37.0,1030.0,1
57123,Australian Open,Hard,G,20100118,28.4462696783,Victor Hanescu,R,198.0,ROU,28.4955509925,6-2 6-3 6-2,5,R64,99.0,1.0,10550.0,47.0,905.0,1
57155,Australian Open,Hard,G,20100118,28.4462696783,Albert Montanes,R,175.0,ESP,29.144421629,6-3 6-4 6-4,5,R32,108.0,1.0,10550.0,32.0,1185.0,1
57170,Australian Open,Hard,G,20100118,28.4462696783,Lleyton Hewitt,R,180.0,AUS,28.898015058200002,6-2 6-3 6-4,5,R16,115.0,1.0,10550.0,22.0,1600.0,1
57178,Australian Open,Hard,G,20100118,28.4462696783,Nikolay Davydenko,R,178.0,RUS,28.629705681,2-6 6-3 6-0 7-5,5,QF,156.0,1.0,10550.0,6.0,4930.0,1
57182,Australian Open,Hard,G,20100118,28.4462696783,Jo-Wilfried Tsonga,R,188.0,FRA,24.7556468172,6-2 6-3 6-2,5,SF,88.0,1.0,10550.0,10.0,2875.0,1
57184,Australian Open,Hard,G,20100118,28.4462696783,Andy Murray,R,190.0,GBR,22.6803559206,6-3 6-4 7-6(11),5,F,161.0,1.0,10550.0,4.0,6780.0,1
57582,Indian Wells Masters,Hard,M,20100311,28.5804243669,Victor Hanescu,R,198.0,ROU,28.629705681,6-3 6-7(5) 6-1,3,R64,117.0,1.0,11350.0,43.0,905.0,1
57613,Indian Wells Masters,Hard,M,20100311,28.5804243669,Marcos Baghdatis,R,183.0,CYP,24.722792607800002,5-7 7-5 7-6(4),3,R32,142.0,1.0,11350.0,33.0,1235.0,0
57674,Miami Masters,Hard,M,20100324,28.6187542779,Nicolas Lapentti,R,188.0,ECU,33.604380561300005,6-3 6-3,3,R64,67.0,1.0,11035.0,102.0,505.0,1
57706,Miami Masters,Hard,M,20100324,28.6187542779,Florent Serra,R,180.0,FRA,29.0595482546,7-6(2) 7-6(3),3,R32,92.0,1.0,11035.0,61.0,735.0,1
57722,Miami Masters,Hard,M,20100324,28.6187542779,Tomas Berdych,R,196.0,CZE,24.509240246399997,6-4 6-7(3) 7-6(6),3,R16,172.0,1.0,11035.0,20.0,1760.0,0
57925,Rome Masters,Clay,M,20100425,28.714579055399998,Ernests Gulbis,R,190.0,LAT,21.6536618754,2-6 6-1 7-5,3,R32,123.0,1.0,10690.0,40.0,1009.0,0
58025,Estoril,Clay,A,20100503,28.733744011,Bjorn Phau,R,175.0,GER,30.5790554415,6-3 6-4,3,R16,83.0,1.0,10340.0,138.0,367.0,1
58033,Estoril,Clay,A,20100503,28.733744011,Arnaud Clement,R,173.0,FRA,32.37508555780001,7-6(7) 6-2,3,QF,97.0,1.0,10340.0,83.0,619.0,1
58037,Estoril,Clay,A,20100503,28.733744011,Albert Montanes,R,175.0,ESP,29.4318959617,6-2 7-6(5),3,SF,82.0,1.0,10340.0,34.0,1325.0,0
58064,Madrid Masters,Clay,M,20100509,28.7529089665,Benjamin Becker,R,178.0,GER,28.898015058200002,6-2 7-6(4),3,R32,82.0,1.0,10430.0,46.0,879.0,1
58080,Madrid Masters,Clay,M,20100509,28.7529089665,Stan Wawrinka,R,183.0,SUI,25.1170431211,6-3 6-1,3,R16,69.0,1.0,10430.0,23.0,1600.0,1
58088,Madrid Masters,Clay,M,20100509,28.7529089665,Ernests Gulbis,R,190.0,LAT,21.6919917864,3-6 6-1 6-4,3,QF,113.0,1.0,10430.0,34.0,1324.0,1
58092,Madrid Masters,Clay,M,20100509,28.7529089665,David Ferrer,R,175.0,ESP,28.104038329899996,7-5 3-6 6-3,3,SF,126.0,1.0,10430.0,12.0,2695.0,1
58094,Madrid Masters,Clay,M,20100509,28.7529089665,Rafael Nadal,L,185.0,ESP,23.934291581100002,6-4 7-6(5),3,F,131.0,1.0,10430.0,3.0,6480.0,0
58145,Roland Garros,Clay,G,20100524,28.7912388775,Peter Luczak,R,183.0,AUS,30.7296372348,6-4 6-1 6-2,5,R128,108.0,1.0,10030.0,71.0,691.0,1
58209,Roland Garros,Clay,G,20100524,28.7912388775,Alejandro Falla,L,185.0,COL,26.524298425700003,7-6(4) 6-2 6-4,5,R64,120.0,1.0,10030.0,70.0,705.0,1
58241,Roland Garros,Clay,G,20100524,28.7912388775,Julian Reister,R,188.0,GER,24.1423682409,6-4 6-0 6-4,5,R32,93.0,1.0,10030.0,165.0,296.0,1
58257,Roland Garros,Clay,G,20100524,28.7912388775,Stan Wawrinka,R,183.0,SUI,25.155373032199996,6-3 7-6(5) 6-2,5,R16,116.0,1.0,10030.0,24.0,1600.0,1
58265,Roland Garros,Clay,G,20100524,28.7912388775,Robin Soderling,R,193.0,SWE,25.774127310100003,3-6 6-3 7-5 6-4,5,QF,150.0,1.0,10030.0,7.0,4755.0,0
58272,Halle,Grass,A,20100607,28.829568788499998,Jarkko Nieminen,L,185.0,FIN,28.8733744011,6-4 6-4,3,R32,64.0,2.0,8390.0,65.0,736.0,1
58288,Halle,Grass,A,20100607,28.829568788499998,Alejandro Falla,L,185.0,COL,26.5626283368,6-1 6-2,3,R16,52.0,2.0,8390.0,67.0,723.0,1
58296,Halle,Grass,A,20100607,28.829568788499998,Philipp Kohlschreiber,R,178.0,GER,26.642026009600002,7-5 6-3,3,QF,68.0,2.0,8390.0,35.0,1230.0,1
58300,Halle,Grass,A,20100607,28.829568788499998,Philipp Petzschner,R,185.0,GER,26.203969883600006,7-6(3) 6-4,3,SF,92.0,2.0,8390.0,41.0,985.0,1
58302,Halle,Grass,A,20100607,28.829568788499998,Lleyton Hewitt,R,180.0,AUS,29.2813141684,3-6 7-6(4) 6-4,3,F,142.0,2.0,8390.0,32.0,1350.0,0
58415,Wimbledon,Grass,G,20100621,28.8678986995,Alejandro Falla,L,185.0,COL,26.6009582478,5-7 4-6 6-4 7-6(1) 6-0,5,R128,198.0,2.0,8525.0,60.0,767.0,1
58479,Wimbledon,Grass,G,20100621,28.8678986995,Ilija Bozoljac,R,193.0,SRB,24.8843258042,6-3 6-7(4) 6-4 7-6(5),5,R64,166.0,2.0,8525.0,152.0,328.0,1
58510,Wimbledon,Grass,G,20100621,28.8678986995,Arnaud Clement,R,173.0,FRA,32.5092402464,6-2 6-4 6-2,5,R32,95.0,2.0,8525.0,86.0,620.0,1
58526,Wimbledon,Grass,G,20100621,28.8678986995,Jurgen Melzer,L,183.0,AUT,29.0814510609,6-3 6-2 6-3,5,R16,84.0,2.0,8525.0,16.0,2125.0,1
58534,Wimbledon,Grass,G,20100621,28.8678986995,Tomas Berdych,R,196.0,CZE,24.758384668,6-4 3-6 6-1 6-4,5,QF,155.0,2.0,8525.0,13.0,2825.0,0
58867,Canada Masters,Hard,M,20100809,29.0020533881,Juan Ignacio Chela,R,190.0,ARG,30.9431895962,7-6(7) 6-3,3,R32,82.0,3.0,6795.0,50.0,914.0,1
58877,Canada Masters,Hard,M,20100809,29.0020533881,Michael Llodra,L,190.0,FRA,30.225872689899997,7-6(2) 6-3,3,R16,79.0,3.0,6795.0,35.0,1145.0,1
58882,Canada Masters,Hard,M,20100809,29.0020533881,Tomas Berdych,R,196.0,CZE,24.892539356599997,6-3 5-7 7-6(5),3,QF,161.0,3.0,6795.0,7.0,3780.0,1
58885,Canada Masters,Hard,M,20100809,29.0020533881,Novak Djokovic,R,188.0,SRB,23.216974674899998,6-1 3-6 7-5,3,SF,142.0,3.0,6795.0,2.0,6905.0,1
58886,Canada Masters,Hard,M,20100809,29.0020533881,Andy Murray,R,190.0,GBR,23.2361396304,7-5 7-5,3,F,125.0,3.0,6795.0,4.0,5305.0,0
58915,Cincinnati Masters,Hard,M,20100815,29.0212183436,Denis Istomin,R,188.0,UZB,23.9397672827,5-2 RET,3,R32,36.0,2.0,7215.0,53.0,899.0,1
58935,Cincinnati Masters,Hard,M,20100815,29.0212183436,Nikolay Davydenko,R,178.0,RUS,29.2046543463,6-4 7-5,3,QF,99.0,2.0,7215.0,6.0,4195.0,1
58938,Cincinnati Masters,Hard,M,20100815,29.0212183436,Marcos Baghdatis,R,183.0,CYP,25.1635865845,6-4 6-3,3,SF,71.0,2.0,7215.0,20.0,1780.0,1
58940,Cincinnati Masters,Hard,M,20100815,29.0212183436,Mardy Fish,R,188.0,USA,28.684462696799997,6-7(5) 7-6(1) 6-4,3,F,160.0,2.0,7215.0,36.0,1151.0,1
59051,US Open,Hard,G,20100830,29.0595482546,Brian Dabul,L,170.0,ARG,26.5133470226,6-1 6-4 6-2,5,R128,93.0,2.0,7215.0,96.0,577.0,1
59083,US Open,Hard,G,20100830,29.0595482546,Andreas Beck,L,190.0,GER,24.5639972621,6-3 6-4 6-3,5,R64,101.0,2.0,7215.0,104.0,506.0,1
59099,US Open,Hard,G,20100830,29.0595482546,Paul Henri Mathieu,R,185.0,FRA,28.629705681,6-4 6-3 6-3,5,R32,99.0,2.0,7215.0,109.0,494.0,1
59107,US Open,Hard,G,20100830,29.0595482546,Jurgen Melzer,L,183.0,AUT,29.273100616,6-3 7-6(4) 6-3,5,R16,123.0,2.0,7215.0,15.0,2470.0,1
59111,US Open,Hard,G,20100830,29.0595482546,Robin Soderling,R,193.0,SWE,26.0424366872,6-4 6-4 7-5,5,QF,116.0,2.0,7215.0,5.0,4910.0,1
59113,US Open,Hard,G,20100830,29.0595482546,Novak Djokovic,R,188.0,SRB,23.2744695414,5-7 6-1 5-7 6-2 7-5,5,SF,224.0,2.0,7215.0,3.0,6665.0,0
59317,Shanghai Masters,Hard,M,20101010,29.1745379877,John Isner,R,206.0,USA,25.4592744695,6-3 6-4,3,R32,63.0,3.0,6735.0,20.0,1850.0,1
59327,Shanghai Masters,Hard,M,20101010,29.1745379877,Andreas Seppi,R,190.0,ITA,26.636550308,6-3 6-4,3,R16,74.0,3.0,6735.0,58.0,855.0,1
59332,Shanghai Masters,Hard,M,20101010,29.1745379877,Robin Soderling,R,193.0,SWE,26.157426420300002,6-1 6-1,3,QF,54.0,3.0,6735.0,5.0,4825.0,1
59335,Shanghai Masters,Hard,M,20101010,29.1745379877,Novak Djokovic,R,188.0,SRB,23.3894592745,7-5 6-4,3,SF,102.0,3.0,6735.0,2.0,7145.0,1
59336,Shanghai Masters,Hard,M,20101010,29.1745379877,Andy Murray,R,190.0,GBR,23.40862423,6-3 6-2,3,F,85.0,3.0,6735.0,4.0,5125.0,0
59376,Stockholm,Hard,A,20101018,29.1937029432,Taylor Dent,R,188.0,USA,29.4839151266,6-1 6-2,3,R16,51.0,2.0,7335.0,101.0,559.0,1
59384,Stockholm,Hard,A,20101018,29.1937029432,Stan Wawrinka,R,183.0,SUI,25.5578370979,2-6 6-3 6-2,3,QF,108.0,2.0,7335.0,21.0,1720.0,1
59388,Stockholm,Hard,A,20101018,29.1937029432,Ivan Ljubicic,R,193.0,CRO,31.5838466804,7-6(5) 6-2,3,SF,78.0,2.0,7335.0,17.0,2055.0,1
59390,Stockholm,Hard,A,20101018,29.1937029432,Florian Mayer,R,190.0,GER,27.0362765229,6-4 6-3,3,F,64.0,2.0,7335.0,47.0,986.0,1
59506,Basel,Hard,A,20101101,29.2320328542,Alexandr Dolgopolov,R,180.0,UKR,21.9822039699,6-4 5-2 RET,3,R32,52.0,2.0,7495.0,48.0,940.0,1
59522,Basel,Hard,A,20101101,29.2320328542,Janko Tipsarevic,R,180.0,SRB,26.3600273785,6-3 6-4,3,R16,61.0,2.0,7495.0,46.0,980.0,1
59529,Basel,Hard,A,20101101,29.2320328542,Radek Stepanek,R,185.0,CZE,31.928815879499997,6-3 6-2,3,QF,60.0,2.0,7495.0,38.0,1155.0,1
59533,Basel,Hard,A,20101101,29.2320328542,Andy Roddick,R,188.0,USA,28.1724845996,6-2 6-4,3,SF,70.0,2.0,7495.0,9.0,3260.0,1
59535,Basel,Hard,A,20101101,29.2320328542,Novak Djokovic,R,188.0,SRB,23.446954141,6-4 3-6 6-1,3,F,115.0,2.0,7495.0,3.0,7145.0,1
59552,Paris Masters,Hard,M,20101107,29.2511978097,Richard Gasquet,R,185.0,FRA,24.391512662600004,6-4 6-4,3,R32,69.0,2.0,7695.0,28.0,1385.0,1
59568,Paris Masters,Hard,M,20101107,29.2511978097,Radek Stepanek,R,185.0,CZE,31.947980835,6-4 6-3,3,R16,79.0,2.0,7695.0,41.0,1065.0,1
59576,Paris Masters,Hard,M,20101107,29.2511978097,Jurgen Melzer,L,183.0,AUT,29.4647501711,6-1 7-6(4),3,QF,70.0,2.0,7695.0,12.0,2650.0,1
59580,Paris Masters,Hard,M,20101107,29.2511978097,Gael Monfils,R,193.0,FRA,24.186173853499998,7-6(7) 6-7(1) 7-6(4),3,SF,161.0,2.0,7695.0,14.0,2485.0,0
59583,Tour Finals,Hard,F,20101121,29.2895277207,David Ferrer,R,175.0,ESP,28.6406570842,6-1 6-4,3,RR,88.0,2.0,7645.0,7.0,3735.0,1
59584,Tour Finals,Hard,F,20101121,29.2895277207,Andy Murray,R,190.0,GBR,23.523613963000003,6-4 6-2,3,RR,77.0,2.0,7645.0,5.0,5360.0,1
59585,Tour Finals,Hard,F,20101121,29.2895277207,Robin Soderling,R,193.0,SWE,26.2724161533,7-6(5) 6-3,3,RR,88.0,2.0,7645.0,4.0,5380.0,1
59586,Tour Finals,Hard,F,20101121,29.2895277207,Novak Djokovic,R,188.0,SRB,23.5044490075,6-1 6-4,3,SF,81.0,2.0,7645.0,3.0,5635.0,1
59587,Tour Finals,Hard,F,20101121,29.2895277207,Rafael Nadal,L,185.0,ESP,24.4709103354,6-3 3-6 6-1,3,F,98.0,2.0,7645.0,1.0,11450.0,1
59675,Doha,Hard,A,20110103,29.4045174538,Thomas Schoorel,L,203.0,NED,21.7385352498,7-6(3) 6-3,3,R32,79.0,2.0,9145.0,168.0,319.0,1
59683,Doha,Hard,A,20110103,29.4045174538,Marco Chiudinelli,R,185.0,SUI,29.3141683778,7-6(5) 7-5,3,R16,108.0,2.0,9145.0,117.0,485.0,1
59687,Doha,Hard,A,20110103,29.4045174538,Viktor Troicki,R,193.0,SRB,24.895277207399996,6-2 6-2,3,QF,65.0,2.0,9145.0,28.0,1430.0,1
59689,Doha,Hard,A,20110103,29.4045174538,Jo-Wilfried Tsonga,R,188.0,FRA,25.7138945927,6-3 7-6(2),3,SF,85.0,2.0,9145.0,13.0,2345.0,1
59690,Doha,Hard,A,20110103,29.4045174538,Nikolay Davydenko,R,178.0,RUS,29.5879534565,6-3 6-4,3,F,80.0,2.0,9145.0,22.0,1655.0,1
59808,Australian Open,Hard,G,20110117,29.4428473648,Lukas Lacko,R,185.0,SVK,23.2060232717,6-1 6-1 6-3,5,R128,84.0,2.0,9245.0,97.0,553.0,1
59840,Australian Open,Hard,G,20110117,29.4428473648,Gilles Simon,R,183.0,FRA,26.056125941100007,6-2 6-3 4-6 4-6 6-3,5,R64,193.0,2.0,9245.0,34.0,1210.0,1
59856,Australian Open,Hard,G,20110117,29.4428473648,Xavier Malisse,R,185.0,BEL,30.496919917899998,6-3 6-3 6-1,5,R32,105.0,2.0,9245.0,45.0,956.0,1
