,player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,name
0,100001,Gardnar,Mulloy,R,19131122,USA,,Q54544,Gardnar Mulloy
1,100002,Pancho,Segura,R,19210620,ECU,,Q54581,Pancho Segura
2,100003,Frank,Sedgman,R,19271002,AUS,,Q962049,Frank Sedgman
3,100004,Giuseppe,Merlo,R,19271011,ITA,,Q1258752,Giuseppe Merlo
4,100005,Richard Pancho,Gonzales,R,19280509,USA,188.0,Q53554,Richard Pancho Gonzales
5,100006,Grant,Golden,R,19290821,USA,175.0,Q3115390,Grant Golden
6,100007,Abe,Segal,L,19301023,RSA,,Q1258527,Abe Segal
7,100008,Kurt,Nielsen,R,19301119,DEN,,Q552261,Kurt Nielsen
8,100009,Istvan,Gulyas,R,19311014,HUN,,Q51066,Istvan Gulyas
9,100010,Luis,Ayala,R,19320918,CHI,,Q1275397,Luis Ayala
10,100011,Torben,Ulrich,L,19321004,DEN,180.0,Q785404,Torben Ulrich
11,100012,Nicola,Pietrangeli,R,19330911,ITA,178.0,Q709909,Nicola Pietrangeli
12,100013,Neale,Fraser,L,19331003,AUS,,Q715173,Neale Fraser
13,100014,Trevor,Fancutt,R,19340714,RSA,,Q3538577,Trevor Fancutt
14,100015,Sammy,Giammalva,R,19340801,USA,180.0,Q963700,Sammy Giammalva
15,100016,Ken,Rosewall,R,19341102,AUS,175.0,Q312728,Ken Rosewall
16,100017,Mal,Anderson,R,19350303,AUS,,Q963687,Mal Anderson
17,100018,Barry,Mackay,R,19350831,USA,190.0,Q1258939,Barry Mackay
18,100019,Wieslaw,Gasiorek,R,19360113,POL,,Q1258736,Wieslaw Gasiorek
19,100020,Alejandro,Olmedo,R,19360324,PER,1.78,Q734544,Alejandro Olmedo
20,100021,Ashley,Cooper,R,19360915,AUS,178.0,Q712208,Ashley Cooper
21,100022,Roy,Emerson,R,19361103,AUS,183.0,Q312545,Roy Emerson
22,100023,Ramanathan,Krishnan,R,19370411,IND,,Q1559952,Ramanathan Krishnan
23,100024,Jan Eric,Lundquist,R,19370414,SWE,,Q1341605,Jan Eric Lundquist
24,100025,Barry,Phillips Moore,R,19370709,AUS,173.0,Q1563886,Barry Phillips Moore
25,100026,Andres,Gimeno,R,19370803,ESP,185.0,Q315958,Andres Gimeno
26,100027,Gene,Scott,R,19371228,USA,185.0,Q1282493,Gene Scott
27,100028,Manuel,Santana,R,19380510,ESP,,Q445602,Manuel Santana
28,100029,Rod,Laver,L,19380809,AUS,173.0,Q105550,Rod Laver
29,100030,Fred,Stolle,R,19381008,AUS,190.0,Q54671,Fred Stolle
30,100031,Dimitri,Sturdza,R,19381110,SUI,,Q20431255,Dimitri Sturdza
31,100032,Patricio,Rodriguez Chi,R,19381220,CHI,188.0,Q7145979,Patricio Rodriguez Chi
32,100033,Wilhelm,Bungert,R,19390401,GER,188.0,Q77579,Wilhelm Bungert
33,100034,Christian,Kuhnke,R,19390413,GER,,Q461558,Christian Kuhnke
34,100035,Ion,Tiriac,R,19390509,ROU,,Q924245,Ion Tiriac
35,100036,Rudy,Hernando,R,19390610,USA,,,Rudy Hernando
36,100037,Nikola,Pilic,L,19390827,CRO,,Q452365,Nikola Pilic
37,100038,Jaime,Pinto Bravo,R,19391009,CHI,,Q18390167,Jaime Pinto Bravo
38,100039,Boro,Jovanovic,R,19391021,CRO,,Q1259703,Boro Jovanovic
39,100040,Bob,Hewitt,R,19400112,RSA,190.0,Q52453,Bob Hewitt
40,100041,Ned,Neely,R,19400114,USA,,,Ned Neely
41,100042,Ryoichi,Mori,R,19400114,JPN,,,Ryoichi Mori
42,100043,Zdenek,Slizek,R,19400219,CZE,,,Zdenek Slizek
43,100044,Sergei,Likhachev,R,19400320,RUS,,Q3479599,Sergei Likhachev
44,100045,John,Paish,L,19400323,GBR,,Q13512828,John Paish
45,100046,Larry,Nagler,R,19400701,USA,,,Larry Nagler
46,100047,Bob,Carmichael,R,19400704,AUS,183.0,Q1565064,Bob Carmichael
47,100048,Earl Butch,Buchholz,R,19400916,USA,188.0,Q195386,Earl Butch Buchholz
48,100049,Jim,Mcmanus,L,19400916,USA,175.0,Q12957721,Jim Mcmanus
49,100050,Martin,Mulligan,R,19401018,AUS,,Q1291938,Martin Mulligan
50,100051,Premjit,Lall,R,19401020,IND,,Q1268979,Premjit Lall
51,100052,Keishiro,Yanagi,R,19410224,JPN,,Q87798987,Keishiro Yanagi
52,100053,Colin,Stubs,R,19410227,AUS,,,Colin Stubs
53,100054,Jose,Mandarino,R,19410326,BRA,173.0,,Jose Mandarino
54,100055,Cliff,Drysdale,R,19410526,RSA,188.0,Q582003,Cliff Drysdale
55,100056,Harald,Elschenbroich,R,19410619,GER,,Q5653740,Harald Elschenbroich
56,100057,Pierre,Barthes,R,19410913,FRA,,Q1558013,Pierre Barthes
57,100058,Roger,Taylor,L,19411014,GBR,183.0,Q1282421,Roger Taylor
58,100059,Isao,Watanabe,R,19411123,JPN,,Q87795355,Isao Watanabe
59,100060,Marty,Riessen,R,19411204,USA,185.0,Q1289530,Marty Riessen
60,100061,Tom,Edlefsen,R,19411212,USA,188.0,Q7815700,Tom Edlefsen
61,100062,Francois,Jauffret,R,19420209,FRA,180.0,Q1260078,Francois Jauffret
62,100063,William,Higgins,R,19420402,USA,,,William Higgins
63,100064,Juan,Gisbert,R,19420405,ESP,,Q1290022,Juan Gisbert
64,100065,Terry,Ryan,R,19420427,RSA,,Q23020633,Terry Ryan
65,100066,Frank,Froehling,R,19420519,USA,190.0,Q3082619,Frank Froehling
66,100067,Frew,Mcmillan,R,19420520,RSA,183.0,Q962512,Frew Mcmillan
67,100068,Herb,Fitzgibbon,R,19420714,USA,,Q1565884,Herb Fitzgibbon
68,100069,Dennis,Ralston,R,19420727,USA,188.0,Q1189457,Dennis Ralston
69,100070,Jan,Kukal,R,19420913,CZE,,Q1258763,Jan Kukal
70,100071,Jean Claude,Barclay,R,19421230,FRA,,Q1561962,Jean Claude Barclay
71,100072,Bailey,Brown,R,19430615,USA,,,Bailey Brown
72,100073,Mark,Cox,L,19430705,GBR,,Q1565058,Mark Cox
73,100074,Arthur,Ashe,R,19430710,USA,185.0,Q53325,Arthur Ashe
74,100075,Owen,Davidson,L,19431004,AUS,185.0,Q976174,Owen Davidson
75,100076,Milan,Holecek,R,19431023,CZE,190.0,Q1563971,Milan Holecek
76,100077,Daniel,Contet,R,19431103,FRA,,Q1563980,Daniel Contet
77,100078,Clark,Graebner,R,19431104,USA,188.0,Q1269127,Clark Graebner
78,100079,Bill,Bowrey,R,19431225,AUS,,Q577531,Bill Bowrey
79,100080,Szabolcz,Baranyi,R,19440131,HUN,,Q13512888,Szabolcz Baranyi
80,100081,Charlie,Pasarell,R,19440212,USA,,Q1269243,Charlie Pasarell
81,100082,Roger,Dowdeswell,R,19440216,ZIM,,Q7358114,Roger Dowdeswell
82,100083,Nicola,Spear,R,19440222,SRB,,Q1258505,Nicola Spear
83,100084,Tom,Okker,R,19440222,NED,178.0,Q455411,Tom Okker
84,100085,Hans Joachim,Ploetz,R,19440226,GER,,,Hans Joachim Ploetz
85,100086,Frantisek,Pala,L,19440328,CZE,,Q323289,Frantisek Pala
86,100087,John,Newcombe,R,19440523,AUS,183.0,Q312464,John Newcombe
87,100088,Patricio,Cornejo,R,19440606,CHI,180.0,Q1271345,Patricio Cornejo
88,100089,Patrice,Beust,R,19440903,FRA,170.0,Q3368873,Patrice Beust
89,100090,Dick,Crealy,R,19440918,AUS,191.0,Q962839,Dick Crealy
90,100091,Colin,Dibley,R,19440919,AUS,188.0,Q390839,Colin Dibley
91,100092,Alex,Metreveli,R,19441102,RUS,,Q465796,Alex Metreveli
92,100093,William,Brown,R,19450114,USA,,Q13512796,William Brown
93,100094,Jim,Osborne,R,19450201,USA,185.0,Q1562015,Jim Osborne
94,100095,Tony,Bardsley,R,19450209,CAN,,Q7821830,Tony Bardsley
95,100096,Peter,Burwash,R,19450210,CAN,175.0,Q7173087,Peter Burwash
96,100097,Nicholas,Kalogeropoulos,R,19450218,GRE,,Q3339850,Nicholas Kalogeropoulos
97,100098,Ove Nils,Bengtson,R,19450405,SWE,196.0,Q374309,Ove Nils Bengtson
98,100099,Thomaz,Koch,L,19450511,BRA,,Q1281836,Thomaz Koch
99,100100,Tony,Roche,L,19450517,AUS,178.0,Q710119,Tony Roche
100,100101,Mike,Belkin,R,19450629,CAN,,Q1563966,Mike Belkin
101,100102,Joaquin Loyo,Mayo,R,19450816,MEX,,Q1565143,Joaquin Loyo Mayo
102,100103,Peter,Curtis,R,19450829,GBR,,Q3376525,Peter Curtis
103,100104,D Richard,Russell,R,19450908,JAM,,,D Richard Russell
104,100105,Allan,Stone,R,19451014,AUS,,Q1260060,Allan Stone
105,100106,Graham,Stilwell,R,19451115,GBR,173.0,Q5593283,Graham Stilwell
106,100107,Robert,Rheinberger,R,19451118,AUS,,,Robert Rheinberger
107,100108,Chris,Bovett,R,19451225,GBR,,,Chris Bovett
108,100109,Jun,Kuki,R,19451228,JPN,,Q16267024,Jun Kuki
109,100110,Terry,Addison,R,19460111,AUS,180.0,Q13848246,Terry Addison
110,100111,Ray,Keldie,R,19460117,AUS,,Q7297691,Ray Keldie
111,100112,John,Clifton,R,19460219,GBR,,Q6226389,John Clifton
112,100113,Jan,Kodes,R,19460301,CZE,175.0,Q317431,Jan Kodes
113,100114,Ray,Ruffels,R,19460323,AUS,,Q1258947,Ray Ruffels
114,100115,Jaime,Fillol,R,19460603,CHI,180.0,Q1258592,Jaime Fillol
115,100116,Sherwood,Stewart,R,19460606,USA,188.0,Q984213,Sherwood Stewart
116,100117,Butch,Seewagen,R,19460613,USA,188.0,Q18030909,Butch Seewagen
117,100118,Ivan,Molina,L,19460616,COL,,Q1281826,Ivan Molina
118,100119,Ilie,Nastase,R,19460719,ROU,183.0,Q106113,Ilie Nastase
119,100120,Robert,Maud,R,19460812,RSA,180.0,Q1565123,Robert Maud
120,100121,Raymond,Moore,R,19460824,RSA,183.0,Q1563090,Raymond Moore
121,100122,Julian,Ganzabal,R,19460825,ARG,,Q22004451,Julian Ganzabal
122,100123,Patrick,Hombergen,R,19460908,BEL,,Q23023184,Patrick Hombergen
123,100124,Steve,Turner,R,19461017,USA,,,Steve Turner
124,100125,John,Cooper,R,19461104,AUS,,Q1260301,John Cooper
125,100126,Stan,Smith,R,19461214,USA,193.0,Q54657,Stan Smith
126,100127,Tom,Gorman,R,19461219,USA,180.0,Q1258917,Tom Gorman
127,100128,Cliff,Richey,R,19461231,USA,175.0,Q1565885,Cliff Richey
128,100129,Jean Baptiste,Chanfreau,R,19470117,FRA,,Q1563100,Jean Baptiste Chanfreau
129,100130,Vladimir,Zednik,R,19470201,CZE,,Q1261168,Vladimir Zednik
130,100131,Guillermo,Oropez,R,19470207,USA,,,Guillermo Oropez
131,100132,Armistead,Neely,R,19470319,USA,,Q18085277,Armistead Neely
132,100133,Pat,Cramer,R,19470321,RSA,,Q7143331,Pat Cramer
133,100134,Roy,Barth,R,19470330,USA,175.0,Q18240972,Roy Barth
134,100135,Onny,Parun,R,19470415,NZL,188.0,Q939026,Onny Parun
135,100136,Humphrey,Hose,R,19470504,VEN,,Q22005197,Humphrey Hose
136,100137,Hans Jurgen,Pohmann,R,19470523,GER,178.0,Q95218,Hans Jurgen Pohmann
137,100138,Dan,Bleckinger,R,19470527,USA,,,Dan Bleckinger
138,100139,Gerald,Battrick,R,19470527,GBR,178.0,Q1565118,Gerald Battrick
139,100140,Steve,Faulk,R,19470601,USA,,,Steve Faulk
140,100141,Zeljko,Franulovic,R,19470613,CRO,,Q1290977,Zeljko Franulovic
141,100142,Peter,Szoke,R,19470808,HUN,,Q1563115,Peter Szoke
142,100143,Peter,Fishbach,R,19470829,USA,180.0,Q87758114,Peter Fishbach
143,100144,Robert,Lutz,R,19470829,USA,180.0,Q888085,Robert Lutz
144,100145,Dick,Dell,R,19470929,USA,,Q3026568,Dick Dell
145,100146,Jun,Kamiwazumi,R,19471001,JPN,,Q11588830,Jun Kamiwazumi
146,100147,Marcello,Lara,R,19471005,MEX,,Q1565079,Marcello Lara
147,100148,Ismail,El Shafei,R,19471115,EGY,,Q402950,Ismail El Shafei
148,100149,Toshiro,Sakai,R,19471123,JPN,,Q962038,Toshiro Sakai
149,100150,Lito,Alvarez,R,19471205,ARG,,Q963823,Lito Alvarez
150,100151,Karl,Coombes,R,19471217,AUS,180.0,Q16855126,Karl Coombes
151,100152,David,Lloyd,R,19480103,GBR,,Q3018308,David Lloyd
152,100153,Patrice,Hagelauer,R,19480105,FRA,188.0,Q3368955,Patrice Hagelauer
153,100154,Peter,Kanderal,R,19480116,SUI,,Q86628337,Peter Kanderal
154,100155,Ramiro,Benavides,R,19480130,BOL,,,Ramiro Benavides
155,100156,Jasjit,Singh,R,19480204,IND,,Q18091541,Jasjit Singh
156,100157,Stanley,Pasarell,R,19480211,USA,185.0,,Stanley Pasarell
157,100158,John,Bartlett,R,19480317,AUS,188.0,Q6220953,John Bartlett
158,100159,Vladimir,Korotkov,R,19480423,RUS,,Q12488,Vladimir Korotkov
159,100160,Georges,Goven,R,19480426,FRA,173.0,Q1563939,Georges Goven
160,100161,Jurgen,Fassbender,R,19480528,GER,,Q77578,Jurgen Fassbender
161,100162,Brian,Fairlie,R,19480613,NZL,,Q1563153,Brian Fairlie
162,100163,Tom,Leonard,R,19480715,USA,175.0,Q1563959,Tom Leonard
163,100164,Bill,Lofgren,R,19480731,USA,,,Bill Lofgren
164,100165,Steve,Siegel,R,19480904,USA,,Q23023819,Steve Siegel
165,100166,Gene Stuart,Malin,R,19481001,USA,,,Gene Stuart Malin
166,100167,Sever,Muresan,R,19481023,ROU,,Q7457808,Sever Muresan
167,100168,Kenneth,McMillan,R,19481125,USA,,,Kenneth McMillan
168,100169,Ian,Fletcher,R,19481201,AUS,,Q3147262,Ian Fletcher
169,100170,Bernard,Mignot,R,19481203,BEL,,Q2898324,Bernard Mignot
170,100171,John,Yuill,R,19481212,RSA,,Q3182800,John Yuill
171,100172,Modesto Tito,Vazquez,R,19490101,ESP,173.0,,Modesto Tito Vazquez
172,100173,Andrew,Pattison,R,19490130,USA,188.0,Q716408,Andrew Pattison
173,100174,Manuel,Orantes,L,19490206,ESP,178.0,Q318569,Manuel Orantes
174,100175,Zan,Guerry,R,19490212,USA,,Q22278049,Zan Guerry
175,100176,Hans,Kary,L,19490223,AUT,172.0,Q3126972,Hans Kary
176,100177,Pavel,Hutka,R,19490228,CZE,,Q7155624,Pavel Hutka
177,100178,Bob,Giltinan,R,19490407,AUS,,Q2907669,Bob Giltinan
178,100179,Karl,Meiler,R,19490430,GER,178.0,Q89533,Karl Meiler
179,100180,Bill,Lloyd,R,19490507,AUS,,,Bill Lloyd
180,100181,Larry,Turville,R,19490604,USA,,,Larry Turville
181,100182,Mike,Estep,R,19490719,USA,173.0,Q4107672,Mike Estep
182,100183,Jim,Ward,R,19490728,USA,,,Jim Ward
183,100184,Lars,Elvstrom,R,19490818,DEN,,Q16064404,Lars Elvstrom
184,100185,Patrick,Proisy,R,19490910,FRA,180.0,Q1282611,Patrick Proisy
185,100186,Jeff,Borowiak,R,19490925,USA,193.0,Q1565788,Jeff Borowiak
186,100187,Luis Felipe,Tavares,R,19490926,BRA,,,Luis Felipe Tavares
187,100188,John,Fort,R,19490928,USA,,,John Fort
188,100189,Dale,Power,R,19491002,CAN,,Q5210590,Dale Power
189,100190,Norman,Holmes,R,19491005,USA,,,Norman Holmes
190,100191,Doug,Crawford,R,19491015,USA,188.0,,Doug Crawford
191,100192,Kent,Crawford,R,19491015,USA,,,Kent Crawford
192,100193,Wanaro,N'Godrella,R,19491019,FRA,,Q3566000,Wanaro N'Godrella
193,100194,Larry,Parker,R,19491023,USA,,,Larry Parker
194,100195,Nicolas,Kelaidis,R,19491029,GRE,178.0,Q27996064,Nicolas Kelaidis
195,100196,Haroon,Rahim,R,19491112,PAK,,Q1258703,Haroon Rahim
196,100197,Alejandro,Pierola,R,19491120,CHI,,Q4714630,Alejandro Pierola
197,100198,Alvaro,Betancur,R,19500103,COL,,Q86431834,Alvaro Betancur
198,100199,Patrice,Dominguez,L,19500112,FRA,173.0,Q3368924,Patrice Dominguez
199,100200,Antonio,Zugarelli,R,19500117,ITA,,Q267328,Antonio Zugarelli
200,100201,Syd,Ball,R,19500124,AUS,188.0,Q1563900,Syd Ball
201,100202,George,Amaya,L,19500212,USA,173.0,,George Amaya
202,100203,Phil,Dent,R,19500214,AUS,183.0,Q976190,Phil Dent
203,100204,Pancho,Walthall,R,19500216,USA,,,Pancho Walthall
204,100205,Paul,Gerken,R,19500315,USA,185.0,Q3371310,Paul Gerken
205,100206,Kenichi,Hirai,R,19500319,JPN,,Q17986761,Kenichi Hirai
206,100207,Noel,Phillips,R,19500328,AUS,,,Noel Phillips
207,100208,Dick R,Bohrnstedt,R,19500428,USA,,Q16144736,Dick R Bohrnstedt
208,100209,George,Taylor,R,19500504,USA,,,George Taylor
209,100210,Steve,Docherty,R,19500506,AUS,,Q7612404,Steve Docherty
210,100211,Louk,Sanders,R,19500509,NED,,Q2157904,Louk Sanders
211,100212,Franklin,Robbins,R,19500613,USA,,,Franklin Robbins
212,100213,Fred,Hemmes,U,19500614,NED,,Q719304,Fred Hemmes
213,100214,Adriano,Panatta,R,19500709,ITA,183.0,Q375938,Adriano Panatta
214,100215,Fred,Mcnair,R,19500722,USA,183.0,Q3086899,Fred Mcnair
215,100216,Charles,Owens,R,19500731,USA,,Q5081403,Charles Owens
216,100217,Robert,Mckinley,R,19500805,USA,,Q7347560,Robert Mckinley
217,100218,Butch,Palmer,R,19500904,USA,,,Butch Palmer
218,100219,Geoff,Masters,R,19500919,AUS,,Q1260231,Geoff Masters
219,100220,Jiri,Hrebec,R,19500919,CZE,,Q2057065,Jiri Hrebec
220,100221,Carlos,Kirmayr,R,19500923,BRA,173.0,Q1042999,Carlos Kirmayr
221,100222,Mike,Powers,R,19500924,USA,,,Mike Powers
222,100223,Jeff,Simpson,R,19501029,NZL,,Q6174987,Jeff Simpson
223,100224,Peter,Campbell,R,19501110,AUS,,,Peter Campbell
224,100225,Peter,Doerner,R,19501117,AUS,,Q18010763,Peter Doerner
225,100226,Mike,Machette,R,19510127,USA,,Q13512805,Mike Machette
226,100227,Alvin,Gardiner,R,19510211,AUS,,Q22959202,Alvin Gardiner
227,100228,Kjell,Johansson,R,19510212,SWE,,Q5886813,Kjell Johansson
228,100229,Dick,Stockton,R,19510218,USA,188.0,Q967423,Dick Stockton
229,100230,Welry,Fritz,R,19510219,CAN,,,Welry Fritz
230,100231,Erik,Van Dillen,R,19510221,USA,183.0,Q1259691,Erik Van Dillen
231,100232,Eddie,Dibbs,R,19510223,USA,170.0,Q1282765,Eddie Dibbs
232,100233,Ricardo,Cano,R,19510226,ARG,170.0,Q3430221,Ricardo Cano
233,100234,Allan,McDonald,R,19510301,AUS,,Q16855281,Allan McDonald
234,100235,Antonio,Munoz,R,19510301,ESP,,Q4776822,Antonio Munoz
235,100236,John,James,R,19510307,AUS,183.0,Q6241493,John James
236,100237,Bill,Freer,R,19510309,RSA,,,Bill Freer
237,100238,Rick,Fisher,R,19510329,USA,,Q7331389,Rick Fisher
238,100239,Hans,Engert,R,19510422,GER,,Q1566665,Hans Engert
239,100240,Joao,Soares,R,19510425,BRA,185.0,Q6298385,Joao Soares
240,100241,Joel,Bailey,R,19510425,USA,,Q22095303,Joel Bailey
241,100242,Mike,Collins,R,19510501,GBR,,,Mike Collins
242,100243,Steve,Krulevitz,R,19510530,USA,175.0,Q7613081,Steve Krulevitz
243,100244,John,Alexander,R,19510704,AUS,190.0,Q1281683,John Alexander
244,100245,Jeff,Austin,R,19510705,USA,,Q6173248,Jeff Austin
245,100246,Frank,Puncec,R,19510709,RSA,,Q62513964,Frank Puncec
246,100247,Rolf,Thung,L,19510727,NED,190.0,Q1821050,Rolf Thung
247,100248,Max,Hurlimann,R,19510730,SUI,,,Max Hurlimann
248,100249,Paolo,Bertolucci,R,19510803,ITA,175.0,Q484985,Paolo Bertolucci
249,100250,Woody,Blocher,R,19510824,USA,173.0,Q87495855,Woody Blocher
250,100251,Grover Raz,Reid,R,19510827,USA,,,Grover Raz Reid
251,100252,Tim,Gullikson,R,19510908,USA,180.0,Q962989,Tim Gullikson
252,100253,Tom,Gullikson,L,19510908,USA,180.0,Q1855348,Tom Gullikson
253,100254,George,Glowa,R,19511001,USA,188.0,,George Glowa
254,100255,Roscoe,Tanner,L,19511015,USA,183.0,Q54681,Roscoe Tanner
255,100256,Luis,Baraldi,R,19511021,MEX,,,Luis Baraldi
256,100257,Ross,Case,R,19511101,AUS,,Q1260196,Ross Case
257,100258,Jorge,Andrew,R,19511102,VEN,,Q11705726,Jorge Andrew
258,100259,Peter,Feigl,R,19511130,AUT,183.0,Q3376565,Peter Feigl
259,100260,Gary,Groslimond,R,19520103,USA,,,Gary Groslimond
260,100261,Brian,Gottfried,R,19520127,USA,183.0,Q912255,Brian Gottfried
261,100262,Rolf,Norberg,R,19520131,SWE,,Q3440373,Rolf Norberg
262,100263,John,Andrews,R,19520205,USA,,Q3180915,John Andrews
263,100264,Lajos,Levai,R,19520207,YUG,,,Lajos Levai
264,100265,Cliff,Letcher,R,19520209,AUS,,Q2979053,Cliff Letcher
265,100266,John,Feaver,R,19520216,GBR,190.0,Q6232841,John Feaver
266,100267,Rayno,Seegers,R,19520229,RSA,,Q18030745,Rayno Seegers
267,100268,Denis,Naegelen,R,19520314,FRA,,Q5802672,Denis Naegelen
268,100269,Joe,Garcia,R,19520317,USA,,,Joe Garcia
269,100270,Anand,Amritraj,R,19520320,IND,185.0,Q2698644,Anand Amritraj
270,100271,Jean Francois,Caujolle,L,19520331,FRA,,Q3165519,Jean Francois Caujolle
271,100272,Sandy,Mayer,R,19520405,USA,178.0,Q2096054,Sandy Mayer
272,100273,Kim,Warwick,R,19520408,AUS,183.0,Q1741596,Kim Warwick
273,100274,Eric,Deblicker,R,19520417,FRA,,Q3591073,Eric Deblicker
274,100275,Hartmut,Kirchhubel,R,19520423,GER,,Q22278629,Hartmut Kirchhubel
275,100276,Terry,Moor,L,19520423,USA,178.0,Q716901,Terry Moor
276,100277,Jacques,Thamin,R,19520523,FRA,,Q13365306,Jacques Thamin
277,100278,Frank,Gebert,R,19520611,GER,,Q3082618,Frank Gebert
278,100279,Mike,Cahill,R,19520617,USA,183.0,Q6846222,Mike Cahill
279,100280,Wojtek,Fibak,R,19520803,POL,183.0,Q505565,Wojtek Fibak
280,100281,Sashi,Menon,R,19520809,IND,180.0,Q7425124,Sashi Menon
281,100282,Guillermo,Vilas,L,19520817,ARG,180.0,Q201515,Guillermo Vilas
282,100283,Andre,Zietsmann,R,19520819,RSA,,,Andre Zietsmann
283,100284,Jimmy,Connors,L,19520902,USA,178.0,Q53393,Jimmy Connors
284,100285,Rod,Frawley,R,19520908,AUS,185.0,Q3438080,Rod Frawley
285,100286,Harold,Solomon,R,19520917,USA,168.0,Q1585949,Harold Solomon
286,100287,Robin,Drysdale,R,19520918,GBR,,Q3437059,Robin Drysdale
287,100288,Tenny,Svensson,R,19520921,SWE,,Q18085229,Tenny Svensson
288,100289,Byron,Bertram,R,19521029,RSA,,Q1565274,Byron Bertram
289,100290,Timothy,Noonan,R,19521031,USA,,,Timothy Noonan
290,100291,Ian,Harris,R,19521116,USA,,,Ian Harris
291,100292,Alvaro,Fillol,R,19521204,CHI,178.0,Q3576981,Alvaro Fillol
292,100293,John,Marks,R,19521209,AUS,,Q3181997,John Marks
293,100294,Rejean,Genois,R,19521230,CAN,175.0,Q7386114,Rejean Genois
294,100295,Richard,Legendre,R,19530119,CAN,,Q3430975,Richard Legendre
295,100296,Chris,Gunning,R,19530207,NZL,,,Chris Gunning
296,100297,Corrado,Barazzutti,R,19530219,ITA,178.0,Q2713814,Corrado Barazzutti
297,100298,George,Hardie,L,19530219,USA,,Q5540227,George Hardie
298,100299,James Chico,Hagey,R,19530225,USA,,,James Chico Hagey
299,100300,Jose,Higueras,R,19530301,ESP,178.0,Q1348847,Jose Higueras
300,100301,Jim,Delaney,R,19530312,USA,,Q6132533,Jim Delaney
301,100302,Joaquim,Rasgado Jr,R,19530324,BRA,,,Joaquim Rasgado Jr
302,100303,Henry,Bunis,R,19530327,USA,,Q22677495,Henry Bunis
303,100304,Robert,Kreiss,R,19530430,USA,,Q16268937,Robert Kreiss
304,100305,Mark,Farrell,R,19530506,GBR,,Q3294072,Mark Farrell
305,100306,Michael,Wayman,R,19530506,GBR,,,Michael Wayman
306,100307,Paul,Torre,R,19530518,FRA,180.0,Q13512879,Paul Torre
307,100308,Robert,Trogolo,R,19530615,RSA,180.0,Q7350479,Robert Trogolo
308,100309,Raul,Ramirez,R,19530620,MEX,183.0,Q972727,Raul Ramirez
309,100310,Mike,Myburg,R,19530623,RSA,,Q13513068,Mike Myburg
310,100311,Ulises,Quezada,R,19530714,CHI,173.0,,Ulises Quezada
311,100312,Chiraid,Mukherjea,R,19530814,IND,,,Chiraid Mukherjea
312,100313,Keith,Richardson,R,19530818,USA,185.0,,Keith Richardson
313,100314,Bernard,Fritz,R,19531005,FRA,173.0,Q2897929,Bernard Fritz
314,100315,Hank,Pfister,R,19531009,USA,193.0,Q1144091,Hank Pfister
315,100316,Scott,Carnahan,R,19531024,USA,,,Scott Carnahan
316,100317,Stephen,Warboys,R,19531025,GBR,,Q27680824,Stephen Warboys
317,100318,Roger,Guedes,R,19531103,BRA,,Q106602825,Roger Guedes
318,100319,Rick,Fagel,R,19531129,USA,180.0,Q7331375,Rick Fagel
319,100320,Mark,Meyers,R,19531205,USA,,,Mark Meyers
320,100321,Vijay,Amritraj,R,19531214,IND,193.0,Q468309,Vijay Amritraj
321,100322,Emilio,Montano,R,19531218,MEX,,Q18159398,Emilio Montano
322,100323,Givaldo,Barbosa,R,19540125,BRA,183.0,Q5565585,Givaldo Barbosa
323,100324,John,Whitlinger,R,19540204,USA,180.0,Q8172709,John Whitlinger
324,100325,Ulrich,Pinner,R,19540207,GER,178.0,Q78176,Ulrich Pinner
325,100326,Russell,Simpson,R,19540222,NZL,188.0,Q3784261,Russell Simpson
326,100327,Willem,Prinsloo,L,19540225,RSA,,Q92294368,Willem Prinsloo
327,100328,Rand,Evett,R,19540301,USA,,,Rand Evett
328,100329,Otto,Panman,R,19540325,NED,,,Otto Panman
329,100330,David,Imonitie,R,19540410,NGR,,,David Imonitie
330,100331,Jean Louis,Haillet,R,19540507,FRA,,Q735512,Jean Louis Haillet
331,100332,Balazs,Taroczy,R,19540509,HUN,183.0,Q370019,Balazs Taroczy
332,100333,Shigeyuki,Nishio,R,19540523,JPN,,Q62513568,Shigeyuki Nishio
333,100334,Ernie,Ewert,R,19540605,AUS,,Q17365472,Ernie Ewert
334,100335,David,Parker,R,19540607,USA,,,David Parker
335,100336,Guillermo,Aubone,L,19540608,ARG,,Q5616118,Guillermo Aubone
336,100337,Mark,Edmondson,R,19540624,AUS,185.0,Q506606,Mark Edmondson
337,100338,Benjy,Robins,R,19540630,USA,175.0,,Benjy Robins
338,100339,Victor,Amaya,L,19540702,USA,201.0,Q1748325,Victor Amaya
339,100340,Sam,Vuille,R,19540706,USA,,,Sam Vuille
340,100341,Gonzalo,Nunez,R,19540721,USA,,Q107031471,Gonzalo Nunez
341,100342,Vitas,Gerulaitis,R,19540726,USA,183.0,Q53547,Vitas Gerulaitis
342,100343,John,Lloyd,R,19540827,GBR,178.0,Q1360272,John Lloyd
343,100344,Eric,Friedler,R,19540908,USA,,Q24005201,Eric Friedler
344,100345,Pat,Dupre,R,19540916,USA,190.0,Q3368536,Pat Dupre
345,100346,Paul,Kronk,R,19540922,AUS,,Q3371590,Paul Kronk
