,ranking_date,rank,player,points,20200106,1,104745,9985
662339,20161219.0,16.0,103819.0,2130.0,,,,
664421,20161226.0,16.0,103819.0,2130.0,,,,
666507,20170102.0,16.0,103819.0,2130.0,,,,
668602,20170109.0,17.0,103819.0,1980.0,,,,
670696,20170116.0,17.0,103819.0,1980.0,,,,
672784,20170130.0,10.0,103819.0,3260.0,,,,
674887,20170206.0,10.0,103819.0,3260.0,,,,
676989,20170213.0,9.0,103819.0,3260.0,,,,
679094,20170220.0,9.0,103819.0,3260.0,,,,
681200,20170227.0,10.0,103819.0,3260.0,,,,
683307,20170306.0,10.0,103819.0,3305.0,,,,
685407,20170320.0,6.0,103819.0,4305.0,,,,
687505,20170403.0,4.0,103819.0,5305.0,,,,
689598,20170410.0,4.0,103819.0,5305.0,,,,
691693,20170417.0,4.0,103819.0,5125.0,,,,
693793,20170424.0,4.0,103819.0,5125.0,,,,
695895,20170501.0,4.0,103819.0,5125.0,,,,
697995,20170508.0,4.0,103819.0,5125.0,,,,
700093,20170515.0,5.0,103819.0,5035.0,,,,
702184,20170522.0,5.0,103819.0,5035.0,,,,
704277,20170529.0,5.0,103819.0,5035.0,,,,
706381,20170612.0,5.0,103819.0,4945.0,,,,
708454,20170619.0,5.0,103819.0,4765.0,,,,
710523,20170626.0,5.0,103819.0,5265.0,,,,
712597,20170703.0,5.0,103819.0,5265.0,,,,
714704,20170710.0,5.0,103819.0,5265.0,,,,
716809,20170717.0,3.0,103819.0,6545.0,,,,
718907,20170724.0,3.0,103819.0,6545.0,,,,
720994,20170731.0,3.0,103819.0,6545.0,,,,
723087,20170807.0,3.0,103819.0,6545.0,,,,
725180,20170814.0,3.0,103819.0,7145.0,,,,
727272,20170821.0,3.0,103819.0,7145.0,,,,
729361,20170828.0,3.0,103819.0,7145.0,,,,
731452,20170911.0,2.0,103819.0,7505.0,,,,
733554,20170918.0,2.0,103819.0,7505.0,,,,
735653,20170925.0,2.0,103819.0,7505.0,,,,
737743,20171002.0,2.0,103819.0,7505.0,,,,
739839,20171009.0,2.0,103819.0,7505.0,,,,
741932,20171016.0,2.0,103819.0,8505.0,,,,
744018,20171023.0,2.0,103819.0,8505.0,,,,
746099,20171030.0,2.0,103819.0,9005.0,,,,
748162,20171106.0,2.0,103819.0,9005.0,,,,
750205,20171113.0,2.0,103819.0,9005.0,,,,
752232,20171120.0,2.0,103819.0,9605.0,,,,
754232,20171127.0,2.0,103819.0,9605.0,,,,
756230,20171204.0,2.0,103819.0,9605.0,,,,
758227,20171211.0,2.0,103819.0,9605.0,,,,
760212,20171218.0,2.0,103819.0,9605.0,,,,
762207,20171225.0,2.0,103819.0,9605.0,,,,
764192,20180101.0,2.0,103819.0,9605.0,,,,
766180,20180108.0,2.0,103819.0,9605.0,,,,
768164,20180115.0,2.0,103819.0,9605.0,,,,
770145,20180129.0,2.0,103819.0,9605.0,,,,
772121,20180205.0,2.0,103819.0,9605.0,,,,
774095,20180212.0,2.0,103819.0,9605.0,,,,
776066,20180219.0,1.0,103819.0,10105.0,,,,
778038,20180226.0,1.0,103819.0,10105.0,,,,
780007,20180305.0,1.0,103819.0,10060.0,,,,
781974,20180319.0,1.0,103819.0,9660.0,,,,
783954,20180402.0,2.0,103819.0,8670.0,,,,
785931,20180409.0,2.0,103819.0,8670.0,,,,
787908,20180416.0,2.0,103819.0,8670.0,,,,
789878,20180423.0,2.0,103819.0,8670.0,,,,
791846,20180430.0,2.0,103819.0,8670.0,,,,
793812,20180507.0,2.0,103819.0,8670.0,,,,
795785,20180514.0,1.0,103819.0,8670.0,,,,
797761,20180521.0,2.0,103819.0,8670.0,,,,
799737,20180528.0,2.0,103819.0,8670.0,,,,
801714,20180611.0,2.0,103819.0,8670.0,,,,
803700,20180618.0,1.0,103819.0,8920.0,,,,
805690,20180625.0,2.0,103819.0,8720.0,,,,
807678,20180702.0,2.0,103819.0,8720.0,,,,
809654,20180716.0,2.0,103819.0,7080.0,,,,
811624,20180723.0,2.0,103819.0,7080.0,,,,
813590,20180730.0,2.0,103819.0,7080.0,,,,
815551,20180806.0,2.0,103819.0,7080.0,,,,
817508,20180813.0,2.0,103819.0,6480.0,,,,
819460,20180820.0,2.0,103819.0,7080.0,,,,
821421,20180827.0,2.0,103819.0,7080.0,,,,
823390,20180910.0,2.0,103819.0,6900.0,,,,
825376,20180917.0,2.0,103819.0,6900.0,,,,
827361,20180924.0,2.0,103819.0,6900.0,,,,
829354,20181001.0,2.0,103819.0,6900.0,,,,
831353,20181008.0,2.0,103819.0,6900.0,,,,
833367,20181015.0,3.0,103819.0,6260.0,,,,
835395,20181022.0,3.0,103819.0,6260.0,,,,
837427,20181029.0,3.0,103819.0,6260.0,,,,
839459,20181105.0,3.0,103819.0,6020.0,,,,
841496,20181112.0,3.0,103819.0,6020.0,,,,
843541,20181119.0,3.0,103819.0,6420.0,,,,
845595,20181126.0,3.0,103819.0,6420.0,,,,
847652,20181203.0,3.0,103819.0,6420.0,,,,
849710,20181210.0,3.0,103819.0,6420.0,,,,
851760,20181217.0,3.0,103819.0,6420.0,,,,
853807,20181224.0,3.0,103819.0,6420.0,,,,
855848,20181231.0,3.0,103819.0,6420.0,,,,
856527,20190107.0,3.0,103819.0,6420.0,,,,
857206,20190114.0,3.0,103819.0,6420.0,,,,
857887,20190128.0,6.0,103819.0,4600.0,,,,
858572,20190204.0,6.0,103819.0,4600.0,,,,
859257,20190211.0,6.0,103819.0,4600.0,,,,
859940,20190218.0,7.0,103819.0,4100.0,,,,
860624,20190225.0,7.0,103819.0,4100.0,,,,
861303,20190304.0,4.0,103819.0,4600.0,,,,
861985,20190311.0,4.0,103819.0,4600.0,,,,
862668,20190318.0,5.0,103819.0,4600.0,,,,
863348,20190401.0,4.0,103819.0,5590.0,,,,
864030,20190408.0,4.0,103819.0,5590.0,,,,
864715,20190415.0,4.0,103819.0,5590.0,,,,
865401,20190422.0,4.0,103819.0,5590.0,,,,
866088,20190429.0,4.0,103819.0,5590.0,,,,
866773,20190506.0,3.0,103819.0,5590.0,,,,
867454,20190513.0,3.0,103819.0,5770.0,,,,
868134,20190520.0,3.0,103819.0,5950.0,,,,
868814,20190527.0,3.0,103819.0,5950.0,,,,
869492,20190610.0,3.0,103819.0,6670.0,,,,
870173,20190617.0,3.0,103819.0,6420.0,,,,
870855,20190624.0,3.0,103819.0,6620.0,,,,
871541,20190701.0,3.0,103819.0,6620.0,,,,
872225,20190715.0,3.0,103819.0,7460.0,,,,
872912,20190722.0,3.0,103819.0,7460.0,,,,
873598,20190729.0,3.0,103819.0,7460.0,,,,
874282,20190805.0,3.0,103819.0,7460.0,,,,
876275,20190812.0,3.0,103819.0,7460.0,,,,
878261,20190819.0,3.0,103819.0,6950.0,,,,
880251,20190826.0,3.0,103819.0,6950.0,,,,
882254,20190909.0,3.0,103819.0,7130.0,,,,
884233,20190916.0,3.0,103819.0,7130.0,,,,
886206,20190923.0,3.0,103819.0,7130.0,,,,
888182,20190930.0,3.0,103819.0,7130.0,,,,
890170,20191007.0,3.0,103819.0,7130.0,,,,
892153,20191014.0,3.0,103819.0,6950.0,,,,
894136,20191021.0,3.0,103819.0,6950.0,,,,
896114,20191028.0,3.0,103819.0,6950.0,,,,
898095,20191104.0,3.0,103819.0,6190.0,,,,
900072,20191111.0,3.0,103819.0,6190.0,,,,
902036,20191118.0,3.0,103819.0,6590.0,,,,
904000,20191125.0,3.0,103819.0,6590.0,,,,
905942,20191202.0,3.0,103819.0,6590.0,,,,
907887,20191209.0,3.0,103819.0,6590.0,,,,
909827,20191216.0,3.0,103819.0,6590.0,,,,
911760,20191223.0,3.0,103819.0,6590.0,,,,
913693,20191230.0,3.0,103819.0,6590.0,,,,
4,20210104.0,5.0,103819.0,6630.0,,,,
2009,20210111.0,5.0,103819.0,6630.0,,,,
4015,20210118.0,5.0,103819.0,6630.0,,,,
6032,20210125.0,5.0,103819.0,6630.0,,,,
8053,20210201.0,5.0,103819.0,6630.0,,,,
10075,20210208.0,5.0,103819.0,6630.0,,,,
12097,20210222.0,5.0,103819.0,6630.0,,,,
14126,20210301.0,5.0,103819.0,6630.0,,,,
16157,20210308.0,6.0,103819.0,6630.0,,,,
18189,20210315.0,6.0,103819.0,6375.0,,,,
20225,20210322.0,6.0,103819.0,6375.0,,,,
22269,20210405.0,7.0,103819.0,5875.0,,,,
24320,20210412.0,7.0,103819.0,5875.0,,,,
26379,20210419.0,8.0,103819.0,5875.0,,,,
28444,20210426.0,8.0,103819.0,5875.0,,,,
30511,20210503.0,8.0,103819.0,5875.0,,,,
32582,20210510.0,8.0,103819.0,5785.0,,,,
34654,20210517.0,8.0,103819.0,5605.0,,,,
36729,20210524.0,8.0,103819.0,5605.0,,,,
38809,20210531.0,8.0,103819.0,5605.0,,,,
40892,20210614.0,8.0,103819.0,5065.0,,,,
42993,20210621.0,8.0,103819.0,4815.0,,,,
45101,20210628.0,8.0,103819.0,4815.0,,,,
47213,20210712.0,9.0,103819.0,4215.0,,,,
49333,20210719.0,9.0,103819.0,4215.0,,,,
51464,20210726.0,9.0,103819.0,4215.0,,,,
53601,20210802.0,9.0,103819.0,4215.0,,,,
55747,20210809.0,9.0,103819.0,4215.0,,,,
57904,20210816.0,9.0,103819.0,4215.0,,,,
60058,20210823.0,9.0,103819.0,4125.0,,,,
62204,20210830.0,9.0,103819.0,4125.0,,,,
64360,20210913.0,9.0,103819.0,3765.0,,,,
66504,20210920.0,9.0,103819.0,3765.0,,,,
68642,20210927.0,9.0,103819.0,3765.0,,,,
70776,20211004.0,9.0,103819.0,3765.0,,,,
72917,20211018.0,11.0,103819.0,3285.0,,,,
